LTKBID,DILIRank_PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)",DILIST_ID,CompoundName,DILIst Classification ,Routs of Administration ,PUBCHEM_CID_from_name,compound_id,_merge,pubchem_smiles
,60663,mibefradil,,,,,,,,,,,,,,1102,mibefradil,0,,60663,CID60663,right_only,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F
,447458,ragaglitazar,,,,,,,,,,,,,,1103,ragaglitazar,0,,447458,CID447458,right_only,CCO[C@@H](CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3OC4=CC=CC=C42)C(=O)O
,16682734,bismuth subsalicylate,,,,,,,,,,,,,,1104,bismuth subsalicylate,0,Oral,16682734,CID16682734,right_only,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O
,54677972,isoxicam,,,,,,,,,,,,,,1105,isoxicam,0,,54677972,CID54677972,right_only,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
,892,inositol,,,,,,,,,,,,,,1106,inositol,0,"Oral, Vaginal",892,CID892,right_only,C1(C(C(C(C(C1O)O)O)O)O)O
,47499,latamoxef,,,,,,,,,,,,,,1107,latamoxef,0,,47499,CID47499,right_only,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O
,132971,Abiraterone,,,,,,,,,,,,,,1108,Abiraterone,1,,132971,CID132971,right_only,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O
,107751,Acetorphan,,,,,,,,,,,,,,1109,Acetorphan,1,,107751,CID107751,right_only,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2
,5282181,Alfacalcidol,,,,,,,,,,,,,,1110,Alfacalcidol,1,,5282181,CID5282181,right_only,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
,2132,Ambroxol,,,,,,,,,,,,,,1111,Ambroxol,1,,2132,CID2132,right_only,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O
,137,Aminolevulinic acid,,,,,,,,,,,,,,1112,Aminolevulinic acid,1,,137,CID137,right_only,C(CC(=O)O)C(=O)CN
,2159,Amisulpride,,,,,,,,,,,,,,1113,Amisulpride,1,,2159,CID2159,right_only,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
,2176,Ampiroxicam,,,,,,,,,,,,,,1114,Ampiroxicam,1,,2176,CID2176,right_only,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
,637563,Anethole,,,,,,,,,,,,,,1115,Anethole,1,,637563,CID637563,right_only,C/C=C/C1=CC=C(C=C1)OC
,68682,Arbekacin,,,,,,,,,,,,,,1116,Arbekacin,1,,68682,CID68682,right_only,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)NC(=O)[C@H](CCN)O)N)N
,6450551,Axitinib,,,,,,,,,,,,,,1117,Axitinib,1,,6450551,CID6450551,right_only,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4
,65948,Azelnidipine,,,,,,,,,,,,,,1118,Azelnidipine,1,,65948,CID65948,right_only,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C
,441397,Bacampicillin,,,,,,,,,,,,,,1119,Bacampicillin,1,,441397,CID441397,right_only,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C
,656668,Benidipine,,,,,,,,,,,,,,1120,Benidipine,1,,656668,CID656668,right_only,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
,6917951,Beraprost,,,,,,,,,,,,,,1121,Beraprost,1,,6917951,CID6917951,right_only,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C3=CC=CC(=C3O2)CCCC(=O)O)O)O
,10324367,Boceprevir,,,,,,,,,,,,,,1122,Boceprevir,1,,10324367,CID10324367,right_only,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
,2441,Bromazepam,,,,,,,,,,,,,,1123,Bromazepam,1,,2441,CID2441,right_only,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3
,2442,Bromhexine,,,,,,,,,,,,,,1124,Bromhexine,1,,2442,CID2442,right_only,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2
,2447,Bromisoval,,,,,,,,,,,,,,1125,Bromisoval,1,,2447,CID2447,right_only,CC(C)C(C(=O)NC(=O)N)Br
,2451,Brotizolam,,,,,,,,,,,,,,1126,Brotizolam,1,,2451,CID2451,right_only,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl
,656604,Bucillamine,,,,,,,,,,,,,,1127,Bucillamine,1,,656604,CID656604,right_only,CC(C)(C(=O)N[C@@H](CS)C(=O)O)S
,2467,Buflomedil,,,,,,,,,,,,,,1128,Buflomedil,1,,2467,CID2467,right_only,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
,644073,Buprenorphine,,,,,,,,,,,,,,1129,Buprenorphine,1,,644073,CID644073,right_only,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O
,9854073,Cabazitaxel,,,,,,,,,,,,,,1130,Cabazitaxel,1,,9854073,CID9854073,right_only,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
,6436055,Cefcapene,,,,,,,,,,,,,,1131,Cefcapene,1,,6436055,CID6436055,right_only,CC/C=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
,42008,Cefmetazole,,,,,,,,,,,,,,1132,Cefmetazole,1,,42008,CID42008,right_only,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
,9571080,Cefozopran,,,,,,,,,,,,,,1133,Cefozopran,1,,9571080,CID9571080,right_only,CO/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-]
,5479539,Cefpirome,,,,,,,,,,,,,,1134,Cefpirome,1,,5479539,CID5479539,right_only,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-]
,2663,Celiprolol,,,,,,,,,,,,,,1135,Celiprolol,1,,2663,CID2663,right_only,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
,5284533,Chlormadinone,,,,,,,,,,,,,,1136,Chlormadinone,1,,5284533,CID5284533,right_only,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)O
,2747,Cibenzoline,,,,,,,,,,,,,,1137,Cibenzoline,1,,2747,CID2747,right_only,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4
,5282138,Cilnidipine,,,,,,,,,,,,,,1138,Cilnidipine,1,,5282138,CID5282138,right_only,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC
,2789,Clobazam,,,,,,,,,,,,,,1139,Clobazam,1,,2789,CID2789,right_only,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
,5311051,Clobetasol,,,,,,,,,,,,,,1140,Clobetasol,1,,5311051,CID5311051,right_only,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C
,25419,Clodronic acid,,,,,,,,,,,,,,1141,Clodronic acid,1,,25419,CID25419,right_only,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
,2794,Clofazimine,,,,,,,,,,,,,,1142,Clofazimine,1,,2794,CID2794,right_only,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
,2805,Cloperastine,,,,,,,,,,,,,,1143,Cloperastine,1,,2805,CID2805,right_only,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
,11626560,Crizotinib,,,,,,,,,,,,,,1144,Crizotinib,1,,11626560,CID11626560,right_only,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
,969516,Curcumin,,,,,,,,,,,,,,1145,Curcumin,1,,969516,CID969516,right_only,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
,62865,Cyamemazine,,,,,,,,,,,,,,1146,Cyamemazine,1,,62865,CID62865,right_only,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C
,2910,Cyclothiazide,,,,,,,,,,,,,,1147,Cyclothiazide,1,,2910,CID2910,right_only,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
,40973,Desogestrel,,,,,,,,,,,,,,1148,Desogestrel,1,,40973,CID40973,right_only,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
,26248,Diacerein,,,,,,,,,,,,,,1149,Diacerein,1,,26248,CID26248,right_only,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O
,5284543,Dihydrocodeine,,,,,,,,,,,,,,1150,Dihydrocodeine,1,,5284543,CID5284543,right_only,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O
,6473883,Dirithromycin,,,,,,,,,,,,,,1151,Dirithromycin,1,,6473883,CID6473883,right_only,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O
,3151,Domperidone,,,,,,,,,,,,,,1152,Domperidone,1,,3151,CID3151,right_only,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
,18343,Doxifluridine,,,,,,,,,,,,,,1153,Doxifluridine,1,,18343,CID18343,right_only,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O
,92974,Droxidopa,,,,,,,,,,,,,,1154,Droxidopa,1,,92974,CID92974,right_only,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O
,9051,Dydrogesterone,,,,,,,,,,,,,,1155,Dydrogesterone,1,,9051,CID9051,right_only,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C
,4021,Edaravone,,,,,,,,,,,,,,1156,Edaravone,1,,4021,CID4021,right_only,CC1=NN(C(=O)C1)C2=CC=CC=C2
,135449332,Eltrombopag,,,,,,,,,,,,,,1157,Eltrombopag,1,,135449332,CID135449332,right_only,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
,3236,Eperisone,,,,,,,,,,,,,,1158,Eperisone,1,,3236,CID3236,right_only,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
,3241,Epinastine,,,,,,,,,,,,,,1159,Epinastine,1,,3241,CID3241,right_only,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
,17755248,Eribulin Mesylate,,,,,,,,,,,,,,1160,Eribulin Mesylate,1,,17755248,CID17755248,right_only,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O.CS(=O)(=O)O
,702,Ethanol,,,,,,,,,,,,,,1161,Ethanol,1,,702,CID702,right_only,CCO
,3299,Ethyl loflazepate,,,,,,,,,,,,,,1162,Ethyl loflazepate,1,,3299,CID3299,right_only,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
,174,Ethylene glycol,,,,,,,,,,,,,,1163,Ethylene glycol,1,,174,CID174,right_only,C(CO)O
,3307,Etizolam,,,,,,,,,,,,,,1164,Etizolam,1,,3307,CID3307,right_only,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C
,123619,Etoricoxib,,,,,,,,,,,,,,1165,Etoricoxib,1,,123619,CID123619,right_only,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
,65864,Flomoxef,,,,,,,,,,,,,,1166,Flomoxef,1,,65864,CID65864,right_only,CO[C@@]1([C@@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F
,68942,Fluindione,,,,,,,,,,,,,,1167,Fluindione,1,,68942,CID68942,right_only,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F
,3380,Flunitrazepam,,,,,,,,,,,,,,1168,Flunitrazepam,1,,3380,CID3380,right_only,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
,53276,Flupirtine,,,,,,,,,,,,,,1169,Flupirtine,1,,53276,CID53276,right_only,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N
,3407,Fominoben,,,,,,,,,,,,,,1170,Fominoben,1,,3407,CID3407,right_only,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3
,214356,Fosfluconazole,,,,,,,,,,,,,,1171,Fosfluconazole,1,,214356,CID214356,right_only,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O
,134669,Fudosteine,,,,,,,,,,,,,,1172,Fudosteine,1,,134669,CID134669,right_only,C(CO)CSC[C@@H](C(=O)O)N
,9883933,Gabapentin Enacarbil,,,,,,,,,,,,,,1173,Gabapentin Enacarbil,1,,9883933,CID9883933,right_only,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
,3447,Gabexate,,,,,,,,,,,,,,1174,Gabexate,1,,3447,CID3447,right_only,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
,124093,Garenoxacin,,,,,,,,,,,,,,1175,Garenoxacin,1,,124093,CID124093,right_only,C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F
,124886,Glutathione,,,,,,,,,,,,,,1176,Glutathione,1,,124886,CID124886,right_only,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
,753,Glycerol,,,,,,,,,,,,,,1177,Glycerol,1,,753,CID753,right_only,C(C(CO)O)O
,14982,Glycyrrhizin,,,,,,,,,,,,,,1178,Glycyrrhizin,1,,14982,CID14982,right_only,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
,37393,Halofantrine,,,,,,,,,,,,,,1179,Halofantrine,1,,37393,CID37393,right_only,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
,3590,Heptaminol,,,,,,,,,,,,,,1180,Heptaminol,1,,3590,CID3590,right_only,CC(CCCC(C)(C)O)N
,3663,Hypericin,,,,,,,,,,,,,,1181,Hypericin,1,,3663,CID3663,right_only,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O
,3671,Ibudilast,,,,,,,,,,,,,,1182,Ibudilast,1,,3671,CID3671,right_only,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
,5311181,Iloprost,,,,,,,,,,,,,,1183,Iloprost,1,,5311181,CID5311181,right_only,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O
,3752,Irsogladine,,,,,,,,,,,,,,1184,Irsogladine,1,,3752,CID3752,right_only,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
,3037209,Isepamicin,,,,,,,,,,,,,,1185,Isepamicin,1,,3037209,CID3037209,right_only,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)[C@H](CN)O)O
,12597,Isosorbide,,,,,,,,,,,,,,1186,Isosorbide,1,,12597,CID12597,right_only,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O
,3792,Itopride,,,,,,,,,,,,,,1187,Itopride,1,,3792,CID3792,right_only,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC
,5282136,Lafutidine,,,,,,,,,,,,,,1188,Lafutidine,1,,5282136,CID5282136,right_only,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3
LT00617,71349,lanreotide acetate,2007,Less-DILI-Concern,2,Adverse reactions,,Ambiguous DILI-concern,,,,,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18281cb0-e1bf-4db6-b009-eb6ea96a4f64,2,1189,Lanreotide,1,,71349,CID71349,both,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
,65866,Lercanidipine,,,,,,,,,,,,,,1190,Lercanidipine,1,,65866,CID65866,right_only,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
,72180,Lodenosine,,,,,,,,,,,,,,1192,Lodenosine,1,,72180,CID72180,right_only,C1[C@H](O[C@H]([C@H]1F)N2C=NC3=C(N=CN=C32)N)CO
,13314,Lormetazepam,,,,,,,,,,,,,,1193,Lormetazepam,1,,13314,CID13314,right_only,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
,54690031,Lornoxicam,,,,,,,,,,,,,,1194,Lornoxicam,1,,54690031,CID54690031,right_only,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
,3965,Loxoprofen,,,,,,,,,,,,,,1195,Loxoprofen,1,,3965,CID3965,right_only,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
,4008,Manidipine,,,,,,,,,,,,,,1196,Manidipine,1,,4008,CID4008,right_only,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
,4020,Mazindol,,,,,,,,,,,,,,1197,Mazindol,1,,4020,CID4020,right_only,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
,5282367,Menatetrenone,,,,,,,,,,,,,,1198,Menatetrenone,1,,5282367,CID5282367,right_only,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
,4066,Mequitazine,,,,,,,,,,,,,,1199,Mequitazine,1,,4066,CID4066,right_only,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
,26388,Metopimazine,,,,,,,,,,,,,,1200,Metopimazine,1,,26388,CID26388,right_only,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N
,121891,Mitiglinide,,,,,,,,,,,,,,1201,Mitiglinide,1,,121891,CID121891,right_only,C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)O
,104762,Mizoribine,,,,,,,,,,,,,,1202,Mizoribine,1,,104762,CID104762,right_only,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N
,5353788,Molsidomine,,,,,,,,,,,,,,1203,Molsidomine,1,,5353788,CID5353788,right_only,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-]
,119584,Mosapride,,,,,,,,,,,,,,1204,Mosapride,1,,119584,CID119584,right_only,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
,4810,Moxonidine,,,,,,,,,,,,,,1205,Moxonidine,1,,4810,CID4810,right_only,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
,4413,Nafamostat,,,,,,,,,,,,,,1206,Nafamostat,1,,4413,CID4413,right_only,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
,4417,Naftidrofuryl,,,,,,,,,,,,,,1207,Naftidrofuryl,1,,4417,CID4417,right_only,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
,4450,Nefopam,,,,,,,,,,,,,,1209,Nefopam,1,,4450,CID4450,right_only,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
,441306,Netilmicin,,,,,,,,,,,,,,1210,Netilmicin,1,,441306,CID441306,right_only,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N
,34040,Nicergoline,,,,,,,,,,,,,,1211,Nicergoline,1,,34040,CID34040,right_only,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
,47528,Nicorandil,,,,,,,,,,,,,,1212,Nicorandil,1,,47528,CID47528,right_only,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
,4506,Nitrazepam,,,,,,,,,,,,,,1213,Nitrazepam,1,,4506,CID4506,right_only,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
,4507,Nitrendipine,,,,,,,,,,,,,,1214,Nitrendipine,1,,4507,CID4507,right_only,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
,2997,Nordazepam,,,,,,,,,,,,,,1215,Nordazepam,1,,2997,CID2997,right_only,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
LT00211,6230,norethindrone,1973,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,HH,,Positive,,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ac7391da-1789-493d-a025-dbc697f32e60,2,1216,Norethisterone,1,,6230,CID6230,both,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
,5281071,Olopatadine,,,,,,,,,,,,,,1217,Olopatadine,1,,5281071,CID5281071,right_only,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
,4615,Oxatomide,,,,,,,,,,,,,,1218,Oxatomide,1,,4615,CID4615,right_only,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
,4641,Oxyphenbutazone,,,,,,,,,,,,,,1219,Oxyphenbutazone,1,,4641,CID4641,right_only,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
,5282440,Ozagrel,,,,,,,,,,,,,,1220,Ozagrel,1,,5282440,CID5282440,right_only,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O
,65957,Pazufloxacin,,,,,,,,,,,,,,1221,Pazufloxacin,1,,65957,CID65957,right_only,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O
,154234,Peramivir,,,,,,,,,,,,,,1222,Peramivir,1,,154234,CID154234,right_only,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C
,8249,Phenformin,,,,,,,,,,,,,,1223,Phenformin,1,,8249,CID8249,right_only,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
,54680692,Phenprocoumon,,,,,,,,,,,,,,1224,Phenprocoumon,1,,54680692,CID54680692,right_only,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
,6041,Phenylephrine,,,,,,,,,,,,,,1225,Phenylephrine,1,,6041,CID6041,right_only,CNC[C@@H](C1=CC(=CC=C1)O)O
,359,Phloroglucinol,,,,,,,,,,,,,,1226,Phloroglucinol,1,,359,CID359,right_only,C1=C(C=C(C=C1O)O)O
